1	1 
2	5 
3	1 
4	1 
5	1 
6	3 
7	4 
8	3 
9	2 
10	5 
11	1 
12	4 
13	3 
14	1 
15	3 
16	5 
17	2 
18	1 
19	4 
20	5 
21	3 
22	3 
23	3 
24	1 
25	3 
26	3 
27	1 
28	5 
29	5 
30	3 
31	1 
32	3 
33	1 
34	3 
35	1 
36	4 
37	2 
38	5 
39	3 
40	5 
41	4 
42	2 
43	2 
44	1 
45	4 
46	5 
47	3 
48	1 
49	5 
50	1 
51	3 
52	1 
53	5 
54	3 
55	4 
56	1 
57	1 
58	3 
59	1 
60	5 
61	5 
62	5 
63	1 
64	2 
65	5 
66	2 
67	2 
68	4 
69	5 
70	3 
71	1 
72	1 
73	5 
74	3 
75	5 
76	4 
77	1 
78	4 
79	1 
80	5 
81	1 
82	5 
83	3 
84	3 
85	1 
86	5 
87	1 
88	1 
89	5 
90	1 
91	1 
92	1 
93	1 
94	4 
95	2 
96	4 
97	1 
98	1 
99	1 
100	3 
101	4 
102	3 
103	5 
104	4 
105	1 
106	1 
107	2 
108	3 
109	5 
110	3 
111	1 
112	1 
113	2 
114	2 
115	4 
116	1 
117	3 
118	1 
119	4 
120	3 
121	2 
122	5 
123	5 
124	5 
125	4 
126	1 
127	4 
128	1 
129	5 
130	5 
131	4 
132	5 
133	5 
134	2 
135	4 
136	5 
137	2 
138	3 
139	3 
140	4 
141	1 
142	5 
143	5 
144	5 
145	1 
146	3 
147	5 
148	2 
149	3 
150	4 
151	5 
152	5 
153	3 
154	1 
155	4 
156	4 
157	5 
158	4 
159	5 
160	5 
161	5 
162	3 
163	4 
164	1 
165	2 
166	1 
167	1 
168	5 
169	2 
170	4 
171	2 
172	1 
173	1 
174	5 
175	1 
176	5 
177	1 
178	1 
179	2 
180	1 
181	4 
182	5 
183	4 
184	5 
185	4 
186	5 
187	3 
188	3 
189	4 
190	5 
191	5 
192	1 
193	2 
194	5 
195	3 
196	4 
197	1 
198	5 
199	3 
200	1 
201	3 
202	2 
203	1 
204	4 
205	5 
206	3 
207	1 
208	2 
209	2 
210	2 
211	3 
212	1 
213	4 
214	3 
215	1 
216	4 
217	1 
218	5 
219	3 
220	5 
221	1 
222	2 
223	3 
224	3 
225	5 
226	3 
227	5 
228	5 
229	3 
230	2 
231	3 
232	5 
233	5 
234	1 
235	2 
236	4 
237	5 
238	3 
239	1 
240	2 
241	3 
242	1 
243	2 
244	4 
245	4 
246	1 
247	1 
248	3 
249	5 
250	2 
251	5 
252	4 
253	1 
254	1 
255	1 
256	4 
257	3 
258	1 
259	4 
260	1 
261	4 
262	1 
263	1 
264	1 
265	1 
266	5 
267	4 
268	2 
269	3 
270	1 
271	2 
272	2 
273	1 
274	4 
275	3 
276	1 
277	5 
278	5 
279	1 
280	1 
281	1 
282	2 
283	4 
284	5 
285	5 
286	1 
287	5 
288	5 
289	2 
290	1 
291	5 
292	5 
293	3 
294	1 
295	2 
296	5 
297	1 
298	5 
299	5 
300	1 
301	3 
302	1 
303	1 
304	2 
305	4 
306	3 
307	5 
308	3 
309	5 
310	5 
311	5 
312	1 
313	1 
314	1 
315	1 
316	4 
317	4 
318	3 
319	5 
320	3 
321	5 
322	1 
323	3 
324	1 
325	3 
326	5 
327	1 
328	4 
329	3 
330	3 
331	5 
332	1 
333	2 
334	2 
335	5 
336	3 
337	3 
338	3 
339	1 
340	3 
341	4 
342	1 
343	1 
344	5 
345	3 
346	2 
347	3 
348	5 
349	1 
350	5 
351	4 
352	2 
353	4 
354	3 
355	1 
356	2 
357	1 
358	5 
359	3 
360	1 
361	1 
362	5 
363	1 
364	3 
365	5 
366	2 
367	3 
368	1 
369	1 
370	3 
371	3 
372	5 
373	3 
374	5 
375	1 
376	3 
377	5 
378	3 
379	1 
380	5 
381	2 
382	4 
383	1 
384	2 
385	5 
386	1 
387	5 
388	2 
389	5 
390	4 
391	3 
392	1 
393	5 
394	1 
395	1 
396	1 
397	1 
398	5 
399	5 
400	2 
401	4 
402	1 
403	3 
404	4 
405	4 
406	1 
407	2 
408	5 
409	1 
410	3 
411	5 
412	3 
413	5 
414	5 
415	1 
416	4 
417	2 
418	5 
419	4 
420	1 
421	4 
422	5 
423	5 
424	5 
425	5 
426	5 
427	5 
428	2 
429	5 
430	5 
431	2 
432	5 
433	1 
434	5 
435	1 
436	3 
437	1 
438	3 
439	5 
440	2 
441	3 
442	1 
443	4 
444	1 
445	1 
446	2 
447	1 
448	5 
449	3 
450	3 
451	2 
452	3 
453	5 
454	5 
455	4 
456	5 
457	3 
458	5 
459	3 
460	1 
461	2 
462	5 
463	5 
464	5 
465	1 
466	3 
467	1 
468	3 
469	4 
470	1 
471	1 
472	1 
473	5 
474	3 
475	5 
476	4 
477	5 
478	5 
479	5 
480	4 
481	1 
482	3 
483	2 
484	1 
485	5 
486	5 
487	3 
488	3 
489	5 
490	1 
491	5 
492	3 
493	2 
494	1 
495	2 
496	4 
497	1 
498	5 
499	2 
500	5 
501	1 
502	1 
503	2 
504	4 
505	1 
506	4 
507	1 
508	3 
509	5 
510	4 
511	1 
512	2 
513	5 
514	3 
515	3 
516	5 
517	2 
518	3 
519	1 
520	1 
521	5 
522	1 
523	1 
524	1 
525	1 
526	1 
527	5 
528	1 
529	2 
530	2 
531	5 
532	1 
533	5 
534	3 
535	3 
536	5 
537	5 
538	3 
539	5 
540	1 
541	3 
542	1 
543	1 
544	3 
545	5 
546	5 
547	1 
548	2 
549	2 
550	3 
551	3 
552	2 
553	4 
554	1 
555	1 
556	4 
557	2 
558	5 
559	3 
560	5 
561	1 
562	1 
563	2 
564	2 
565	1 
566	1 
567	2 
568	5 
569	4 
570	1 
571	5 
572	4 
573	1 
574	4 
575	3 
576	4 
577	1 
578	2 
579	3 
580	4 
581	1 
582	4 
583	1 
584	2 
585	3 
586	1 
587	5 
588	4 
589	5 
590	5 
591	1 
592	5 
593	4 
594	1 
595	1 
596	1 
597	5 
598	4 
599	3 
600	2 
601	2 
602	1 
603	3 
604	3 
605	1 
606	1 
607	1 
608	4 
609	2 
610	5 
611	1 
612	5 
613	5 
614	4 
615	5 
616	5 
617	5 
618	4 
619	1 
620	5 
621	3 
622	1 
623	4 
624	1 
625	4 
626	2 
627	4 
628	3 
629	4 
630	4 
631	2 
632	1 
633	3 
634	1 
635	1 
636	1 
637	4 
638	4 
639	5 
640	3 
641	5 
642	5 
643	4 
644	1 
645	1 
646	5 
647	3 
648	1 
649	3 
650	5 
651	1 
652	5 
653	5 
654	5 
655	4 
656	5 
657	5 
658	5 
659	1 
660	2 
661	4 
662	5 
663	5 
664	4 
665	5 
666	1 
667	5 
668	1 
669	3 
670	1 
671	3 
672	4 
673	5 
674	1 
675	3 
676	2 
677	5 
678	1 
679	1 
680	1 
681	4 
682	4 
683	3 
684	5 
685	4 
686	4 
687	5 
688	5 
689	1 
690	1 
691	1 
692	1 
693	5 
694	1 
695	2 
696	4 
697	1 
698	2 
699	3 
700	5 
701	1 
702	4 
703	1 
704	5 
705	2 
706	5 
707	2 
708	1 
709	3 
710	5 
711	1 
712	1 
713	3 
714	4 
715	1 
716	3 
717	2 
718	3 
719	4 
720	3 
721	3 
722	1 
723	5 
724	5 
725	3 
726	5 
727	1 
728	1 
729	5 
730	5 
731	5 
732	4 
733	3 
734	2 
735	1 
736	3 
737	4 
738	2 
739	4 
740	3 
741	5 
742	5 
743	2 
744	1 
745	4 
746	4 
747	2 
748	3 
749	3 
750	4 
751	4 
752	3 
753	4 
754	1 
755	5 
756	3 
757	4 
758	3 
759	3 
760	5 
761	5 
762	3 
763	2 
764	1 
765	4 
766	4 
767	5 
768	1 
769	1 
770	4 
771	1 
772	5 
773	2 
774	3 
775	5 
776	3 
777	3 
778	2 
779	4 
780	1 
781	3 
782	3 
783	5 
784	5 
785	4 
786	4 
787	3 
788	5 
789	5 
790	1 
791	1 
792	4 
793	2 
794	2 
795	5 
796	4 
797	3 
798	4 
799	2 
800	5 
801	5 
802	2 
803	2 
804	3 
805	1 
806	1 
807	5 
808	3 
809	5 
810	1 
811	1 
812	3 
813	3 
814	1 
815	2 
816	2 
817	1 
818	1 
819	5 
820	4 
821	5 
822	3 
823	3 
824	1 
825	2 
826	4 
827	1 
828	2 
829	3 
830	4 
831	5 
832	2 
833	3 
834	4 
835	4 
836	3 
837	1 
838	3 
839	3 
840	5 
841	4 
842	2 
843	5 
844	2 
845	3 
846	4 
847	1 
848	3 
849	1 
850	5 
851	1 
852	1 
853	5 
854	1 
855	2 
856	3 
857	4 
858	1 
859	5 
860	1 
861	1 
862	1 
863	1 
864	1 
865	5 
