1	203
1	715
1	1317
2	657
2	755
2	1036
3	420
3	1183
3	1377
4	498
4	1155
4	1437
5	525
5	608
5	1484
6	1092
6	1426
6	1434
7	244
7	1436
7	1489
8	74
8	1390
8	1467
9	747
9	1411
9	1494
10	653
10	1234
10	1476
11	52
11	691
11	1476
12	351
12	796
12	1220
13	412
13	682
13	942
14	519
14	1230
14	1293
15	468
15	1412
15	1452
16	1078
16	1101
16	1445
17	871
17	1270
17	1443
18	221
18	986
18	1379
19	556
19	1132
19	1373
20	729
20	1036
20	1072
21	373
21	749
21	1252
22	823
22	897
22	1457
23	1259
23	1339
23	1451
24	205
24	727
24	1210
25	647
25	1280
25	1468
26	223
26	340
26	1274
27	324
27	565
27	1173
28	38
28	227
28	398
29	321
29	1169
29	1228
30	930
30	1332
30	1378
31	1207
31	1310
31	1440
32	930
32	1022
32	1450
33	281
33	701
33	1050
34	325
34	907
34	1149
35	728
35	1377
35	1382
36	216
36	1135
36	1176
37	908
37	1263
37	1295
38	28
38	282
38	1172
39	354
39	1233
39	1453
40	795
40	879
40	1180
41	940
41	1318
41	1463
42	165
42	967
42	1443
43	1067
43	1118
43	1272
44	1125
44	1202
44	1455
45	569
45	572
45	973
46	795
46	1347
46	1454
47	758
47	762
47	1110
48	227
48	402
48	595
49	427
49	509
49	545
50	1319
50	1397
50	1476
51	407
51	749
51	934
52	11
52	97
52	1403
53	161
53	307
53	1385
54	450
54	736
54	1090
55	696
55	1243
55	1472
56	554
56	980
56	1417
57	145
57	924
57	1440
58	599
58	683
58	1245
59	1348
59	1352
59	1401
60	157
60	422
60	642
61	662
61	1371
61	1424
62	237
62	1162
62	1357
63	1087
63	1109
63	1325
64	271
64	880
64	1250
65	1160
65	1303
65	1445
66	352
66	1393
66	1427
67	1263
67	1316
67	1423
68	820
68	952
68	1278
69	500
69	673
69	1250
70	74
70	438
70	1265
71	824
71	1390
71	1413
72	85
72	460
72	1107
73	900
73	1251
73	1303
74	8
74	70
74	1389
75	129
75	1052
75	1269
76	574
76	950
76	1459
77	375
77	874
77	1377
78	216
78	1043
78	1463
79	197
79	445
79	744
80	1059
80	1114
80	1399
81	497
81	581
81	619
82	1226
82	1289
82	1465
83	856
83	1233
83	1485
84	199
84	1294
84	1397
85	72
85	1146
85	1202
86	176
86	1241
86	1405
87	141
87	562
87	1128
88	89
88	1247
88	1305
89	88
89	277
89	1496
90	312
90	853
90	1019
91	357
91	1064
91	1117
92	722
92	791
92	1486
93	818
93	1408
93	1487
94	119
94	627
94	1318
95	842
95	979
95	1057
96	393
96	569
96	1490
97	52
97	435
97	1107
98	689
98	959
98	1242
99	200
99	748
99	1410
100	699
100	777
100	1488
101	283
101	1103
101	1140
102	1024
102	1356
102	1409
103	727
103	1192
103	1197
104	353
104	757
104	1055
105	352
105	394
105	1456
106	1305
106	1326
106	1426
107	844
107	966
107	1262
108	120
108	736
108	878
109	462
109	667
109	1162
110	195
110	1090
110	1233
111	215
111	651
111	1493
112	167
112	470
112	1095
113	573
113	1124
113	1477
114	356
114	564
114	1393
115	608
115	1341
115	1419
116	919
116	1027
116	1135
117	195
117	633
117	1342
118	192
118	670
118	1482
119	94
119	213
119	341
120	108
120	443
120	1453
121	552
121	1148
121	1273
122	344
122	1395
122	1498
123	1017
123	1247
123	1404
124	144
124	291
124	1334
125	618
125	702
125	1455
126	313
126	708
126	896
127	245
127	834
127	1497
128	852
128	1118
128	1279
129	75
129	775
129	779
130	641
130	826
130	1361
131	830
131	835
131	1278
132	157
132	349
132	521
133	909
133	1133
133	1154
134	483
134	1061
134	1264
135	443
135	1007
135	1177
136	486
136	1059
136	1106
137	872
137	1061
137	1494
138	907
138	948
138	1469
139	436
139	1006
139	1469
140	204
140	1253
140	1318
141	87
141	690
141	1194
142	612
142	710
142	1088
143	499
143	865
143	1424
144	124
144	833
144	1168
145	57
145	540
145	1256
146	705
146	845
146	1163
147	319
147	863
147	945
148	503
148	825
148	1478
149	897
149	988
149	1311
150	261
150	401
150	1185
151	456
151	857
151	1162
152	648
152	1172
152	1213
153	457
153	1435
153	1490
154	571
154	1230
154	1306
155	404
155	958
155	1132
156	576
156	771
156	1419
157	60
157	132
157	1100
158	572
158	971
158	1014
159	385
159	1381
159	1461
160	491
160	1201
160	1424
161	53
161	1398
161	1461
162	206
162	1332
162	1403
163	506
163	1074
163	1459
164	556
164	595
164	993
165	42
165	529
165	1481
166	881
166	1388
166	1483
167	112
167	360
167	1352
168	665
168	871
168	1171
169	1057
169	1268
169	1343
170	317
170	598
170	868
171	874
171	908
171	1443
172	372
172	375
172	1093
173	882
173	1102
173	1276
174	789
174	1026
174	1424
175	1275
175	1413
175	1491
176	86
176	432
176	742
177	380
177	523
177	525
178	991
178	1276
178	1291
179	230
179	741
179	1393
180	1073
180	1210
180	1312
181	256
181	574
181	685
182	1121
182	1221
182	1484
183	404
183	1069
183	1380
184	1335
184	1401
184	1454
185	351
185	796
185	1278
186	489
186	597
186	1342
187	940
187	1000
187	1157
188	391
188	459
188	1259
189	628
189	868
189	1103
190	311
190	1170
190	1462
191	385
191	1172
191	1349
192	118
192	694
192	860
193	802
193	842
193	1270
194	477
194	1241
194	1492
195	110
195	117
195	460
196	204
196	401
196	1052
197	79
197	524
197	768
198	587
198	1234
198	1461
199	84
199	1190
199	1353
200	99
200	671
200	1094
201	508
201	957
201	1269
202	416
202	600
202	1262
203	1
203	996
203	1038
204	140
204	196
204	1428
205	24
205	545
205	1167
206	162
206	781
206	1033
207	290
207	361
207	455
208	495
208	925
208	1481
209	609
209	631
209	956
210	908
210	1345
210	1427
211	749
211	950
211	1020
212	553
212	1087
212	1425
213	119
213	1309
213	1475
214	371
214	912
214	950
215	111
215	246
215	1139
216	36
216	78
216	267
217	858
217	1098
217	1107
218	819
218	883
218	1498
219	758
219	785
219	1028
220	992
220	1184
220	1381
221	18
221	1388
221	1458
222	778
222	1402
222	1405
223	26
